,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count
403,2006,0.0,0.99,2.32,0.02,3.33,,,
404,2002,1.45,1.29,0.12,0.46,3.33,77.0,20.0,66.0
405,2002,1.44,1.01,0.57,0.3,3.33,,,
406,2015,0.27,0.21,2.79,0.05,3.32,,,
407,2005,1.47,1.39,0.03,0.43,3.32,60.0,34.0,82.0
408,2009,1.4,0.91,0.74,0.26,3.31,87.0,75.0,228.0
409,2001,1.99,1.05,0.05,0.22,3.31,80.0,21.0,86.0
410,2013,1.9,1.11,0.01,0.29,3.3,86.0,35.0,701.0
411,2003,1.5,1.28,0.05,0.46,3.28,85.0,31.0,105.0
412,2014,0.09,0.0,3.18,0.01,3.28,,,
413,2015,2.61,0.33,0.0,0.34,3.28,82.0,74.0,563.0
414,2003,1.89,1.05,0.02,0.31,3.27,77.0,39.0,94.0
415,2008,0.6,1.57,0.82,0.27,3.26,86.0,62.0,111.0
416,2009,0.5,1.58,0.31,0.87,3.25,,,
417,2015,0.89,2.12,0.0,0.24,3.25,84.0,45.0,459.0
418,2008,1.35,1.11,0.46,0.32,3.25,63.0,43.0,116.0
419,1995,0.95,1.3,0.77,0.22,3.24,,,
420,2015,2.34,0.3,0.0,0.6,3.24,83.0,37.0,180.0
421,2013,0.72,1.67,0.4,0.44,3.23,81.0,81.0,758.0
422,2014,1.91,1.0,0.03,0.29,3.23,85.0,69.0,1267.0
423,1999,1.72,1.33,0.0,0.16,3.21,,,
424,2015,1.18,0.89,0.94,0.2,3.21,88.0,85.0,691.0
425,2000,1.76,1.21,0.07,0.16,3.2,,,
426,1983,0.73,0.1,2.35,0.02,3.2,,,
427,1995,2.26,0.72,0.12,0.1,3.2,,,
428,1995,0.0,0.0,3.19,0.0,3.19,,,
429,2008,1.48,1.0,0.04,0.66,3.18,91.0,79.0,565.0
430,2003,1.78,1.12,0.09,0.19,3.18,62.0,30.0,137.0
431,2007,1.35,0.59,0.8,0.43,3.18,83.0,67.0,463.0
432,2010,2.15,0.76,0.01,0.26,3.17,82.0,63.0,85.0
433,2011,1.27,1.29,0.12,0.49,3.17,89.0,78.0,1010.0
434,2001,2.06,0.56,0.38,0.17,3.17,89.0,22.0,95.0
435,2001,1.92,0.16,0.99,0.09,3.15,87.0,42.0,137.0
436,2007,0.68,0.0,0.0,2.46,3.14,83.0,12.0,36.0
437,2008,1.87,0.97,0.0,0.3,3.14,,,37.0
438,2000,1.7,1.25,0.02,0.16,3.13,87.0,19.0,107.0
439,2012,1.06,1.09,0.76,0.22,3.13,73.0,45.0,155.0
440,1998,2.14,0.86,0.0,0.13,3.12,88.0,13.0,
441,1999,2.31,0.62,0.14,0.04,3.12,,,
442,2005,1.21,1.56,0.06,0.29,3.12,82.0,43.0,101.0
443,1990,0.08,0.0,3.03,0.01,3.12,,,
444,2008,0.55,0.5,1.93,0.13,3.11,83.0,48.0,63.0
445,2010,1.52,1.03,0.1,0.46,3.11,82.0,57.0,492.0
446,2006,0.9,1.0,1.03,0.17,3.11,81.0,12.0,10.0
447,2007,1.69,0.85,0.14,0.43,3.1,93.0,45.0,604.0
448,2013,1.4,1.01,0.46,0.23,3.1,91.0,81.0,1057.0
449,2012,0.88,0.94,0.88,0.4,3.1,74.0,34.0,1304.0
450,2010,1.99,0.81,0.03,0.27,3.1,96.0,98.0,3143.0
451,2002,2.17,0.28,0.55,0.08,3.09,67.0,28.0,71.0
452,2001,2.5,0.16,0.01,0.42,3.08,94.0,23.0,46.0
453,1986,1.92,0.45,0.64,0.07,3.08,,,
454,1994,1.57,0.62,0.55,0.34,3.07,,,
455,2002,1.72,1.21,0.0,0.14,3.07,75.0,18.0,22.0
456,,1.8,0.97,0.0,0.29,3.06,74.0,17.0,22.0
457,2015,0.51,1.02,1.4,0.12,3.05,66.0,60.0,106.0
458,2014,1.0,1.82,0.0,0.23,3.05,70.0,74.0,2057.0
459,2012,1.89,0.88,0.04,0.25,3.05,89.0,59.0,892.0
460,2008,1.75,1.01,0.0,0.29,3.05,72.0,16.0,16.0
461,2008,1.91,0.84,0.0,0.29,3.04,75.0,42.0,32.0
462,2012,1.94,0.84,0.03,0.24,3.04,93.0,74.0,3725.0
463,2010,1.29,1.21,0.06,0.47,3.03,87.0,107.0,2759.0
464,1995,1.54,1.33,0.0,0.16,3.03,,,
465,2008,1.94,0.79,0.02,0.28,3.03,81.0,75.0,307.0
466,2002,1.85,1.04,0.0,0.13,3.02,93.0,46.0,121.0
467,1987,2.03,0.47,0.45,0.07,3.02,,,
468,2002,1.45,1.13,0.07,0.38,3.02,,,
469,2013,0.61,1.85,0.11,0.44,3.01,87.0,26.0,616.0
470,2009,1.4,1.06,0.08,0.47,3.01,91.0,94.0,1505.0
471,2012,1.38,1.32,0.02,0.28,3.0,91.0,39.0,1247.0
472,2010,2.04,0.63,0.12,0.22,3.0,73.0,78.0,131.0
473,2012,2.6,0.2,0.01,0.19,3.0,88.0,41.0,131.0
474,2007,1.15,0.0,0.76,1.09,3.0,73.0,24.0,173.0
475,,1.57,1.02,0.0,0.41,3.0,,,
476,1993,1.61,0.51,0.8,0.07,2.99,,,
477,2000,1.67,1.18,0.0,0.13,2.99,82.0,23.0,20.0
478,2002,0.12,1.26,1.16,0.45,2.99,93.0,24.0,65.0
479,2001,1.36,0.86,0.64,0.13,2.99,94.0,37.0,466.0
480,2011,1.58,1.01,0.0,0.38,2.96,85.0,73.0,2748.0
481,2014,1.01,1.43,0.05,0.47,2.96,84.0,85.0,1886.0
482,2003,1.04,1.37,0.06,0.49,2.96,64.0,29.0,94.0
483,2002,1.36,1.15,0.04,0.41,2.96,85.0,19.0,78.0
484,2014,1.84,0.8,0.04,0.27,2.95,86.0,68.0,2658.0
485,2010,1.33,1.1,0.08,0.44,2.95,88.0,59.0,572.0
486,1996,1.98,0.58,0.34,0.04,2.94,,,
487,2003,2.22,0.51,0.06,0.15,2.94,87.0,42.0,93.0
488,2005,1.45,1.11,0.04,0.33,2.94,,,
489,2001,2.07,0.77,0.05,0.05,2.94,79.0,13.0,4.0
490,2009,1.82,0.7,0.15,0.26,2.94,93.0,77.0,292.0
491,2009,1.76,0.68,0.12,0.37,2.93,85.0,98.0,1172.0
492,2008,1.55,0.04,1.19,0.15,2.92,76.0,40.0,76.0
493,2013,1.88,0.77,0.0,0.27,2.92,78.0,7.0,700.0
494,2014,0.79,1.92,0.0,0.21,2.92,,,85.0
495,2002,1.75,0.45,0.62,0.09,2.91,,,
496,2007,1.83,0.79,0.03,0.27,2.91,91.0,74.0,1692.0
497,2004,1.54,1.14,0.0,0.22,2.9,73.0,21.0,30.0
498,2003,0.08,1.24,1.13,0.45,2.9,93.0,28.0,45.0
499,2008,1.75,0.86,0.0,0.28,2.89,67.0,45.0,18.0
500,2001,0.99,0.32,1.38,0.2,2.89,85.0,30.0,16.0
501,2007,1.41,1.12,0.05,0.3,2.89,61.0,37.0,23.0
502,2004,1.51,1.12,0.01,0.24,2.89,76.0,49.0,69.0
503,2006,0.86,1.04,0.73,0.26,2.89,83.0,61.0,179.0
504,1999,2.03,0.72,0.02,0.11,2.88,,,
505,2007,1.3,1.26,0.0,0.31,2.87,,,15.0
506,1998,0.09,2.43,0.12,0.22,2.87,,,
507,2012,2.53,0.15,0.0,0.17,2.86,81.0,36.0,179.0
508,2002,2.09,0.63,0.03,0.11,2.86,87.0,34.0,111.0
509,2013,1.07,1.31,0.06,0.42,2.85,83.0,29.0,1530.0
510,1996,1.37,1.34,0.0,0.14,2.85,,,
511,1990,1.37,0.51,0.89,0.07,2.85,,,
512,1997,1.29,0.53,0.98,0.05,2.85,,,
513,2011,1.98,0.53,0.0,0.34,2.84,84.0,60.0,494.0
514,2009,2.52,0.09,0.0,0.22,2.83,85.0,58.0,90.0
515,2002,1.32,1.08,0.04,0.39,2.83,,,
516,2007,1.65,0.85,0.05,0.28,2.83,96.0,88.0,2249.0
517,2002,1.96,0.67,0.1,0.09,2.82,97.0,70.0,747.0
518,2010,1.87,0.55,0.11,0.29,2.82,90.0,59.0,791.0
519,2003,1.59,1.05,0.04,0.14,2.82,,,8.0
520,2011,1.51,1.03,0.0,0.27,2.81,,,
521,1994,0.02,2.79,0.0,0.0,2.81,,,
522,2010,1.28,1.04,0.07,0.42,2.81,75.0,56.0,286.0
523,2012,0.71,1.46,0.06,0.58,2.81,,,
524,2007,1.32,1.19,0.0,0.3,2.8,,,7.0
525,2003,1.32,1.06,0.04,0.38,2.8,,,
526,1997,0.29,0.2,2.13,0.18,2.79,,,
527,1998,1.96,0.72,0.0,0.11,2.79,,,
528,2001,1.19,1.15,0.04,0.41,2.79,,,
529,2014,1.28,0.98,0.07,0.46,2.79,80.0,90.0,2944.0
530,1992,0.0,0.0,2.78,0.01,2.79,,,
531,1996,1.98,0.7,0.0,0.11,2.79,,,
532,2011,0.46,0.29,1.96,0.07,2.79,,,
533,2001,2.19,0.22,0.0,0.38,2.79,89.0,22.0,39.0
534,2003,1.68,0.74,0.0,0.36,2.78,87.0,47.0,241.0
535,2003,1.44,0.83,0.26,0.25,2.78,,,
536,2010,1.05,1.23,0.03,0.47,2.78,89.0,59.0,301.0
537,2011,1.35,1.13,0.0,0.3,2.78,81.0,11.0,31.0
538,2011,0.89,1.43,0.0,0.46,2.78,89.0,61.0,4926.0
539,2015,1.5,0.8,0.0,0.48,2.78,83.0,81.0,836.0
540,2003,1.41,1.12,0.0,0.24,2.77,83.0,33.0,46.0
541,2011,1.45,0.86,0.09,0.38,2.77,84.0,85.0,942.0
542,2008,1.74,0.77,0.0,0.26,2.77,73.0,74.0,389.0
543,2014,1.61,0.9,0.0,0.25,2.76,,,
544,2006,1.45,0.07,1.1,0.15,2.76,81.0,42.0,67.0
545,2011,1.25,1.14,0.07,0.3,2.76,84.0,70.0,490.0
546,1980,2.56,0.17,0.0,0.03,2.76,,,
547,1992,1.43,0.54,0.71,0.07,2.75,,,
548,2009,1.2,0.97,0.17,0.42,2.75,79.0,63.0,211.0
549,2000,1.02,0.36,1.13,0.23,2.73,,,
550,1986,1.33,0.31,1.04,0.05,2.73,,,
551,2007,1.21,1.19,0.04,0.29,2.73,69.0,44.0,174.0
552,2015,0.41,1.84,0.05,0.4,2.71,,,58.0
553,2002,1.75,0.52,0.33,0.1,2.7,95.0,30.0,314.0
554,2001,0.99,0.48,1.09,0.14,2.7,86.0,23.0,56.0
555,1998,1.25,0.53,0.87,0.05,2.7,,,
556,2011,1.52,0.92,0.02,0.24,2.7,89.0,83.0,893.0
557,2006,1.49,0.92,0.02,0.27,2.7,82.0,71.0,233.0
558,2011,2.42,0.11,0.0,0.16,2.69,78.0,55.0,94.0
559,2006,1.85,0.64,0.01,0.19,2.69,84.0,32.0,41.0
560,2013,0.89,1.33,0.08,0.39,2.69,73.0,88.0,2102.0
561,2010,2.38,0.12,0.0,0.18,2.69,84.0,47.0,120.0
562,2004,1.23,1.11,0.0,0.34,2.68,93.0,52.0,271.0
563,2014,0.0,0.0,2.68,0.0,2.68,,,
564,1992,1.95,0.63,0.0,0.09,2.67,,,
565,2010,1.63,0.51,0.35,0.18,2.67,79.0,51.0,18.0
566,2009,0.28,1.39,0.68,0.32,2.67,83.0,58.0,52.0
567,2005,1.48,0.92,0.01,0.26,2.67,77.0,39.0,69.0
568,1998,1.44,1.09,0.0,0.14,2.67,92.0,17.0,80.0
569,2004,1.99,0.58,0.0,0.09,2.66,85.0,87.0,268.0
570,2008,1.78,0.63,0.0,0.25,2.66,85.0,67.0,171.0
571,2016,0.43,2.05,0.0,0.17,2.65,84.0,50.0,201.0
572,2006,1.59,0.8,0.0,0.26,2.65,,,10.0
573,2003,1.15,1.11,0.0,0.4,2.65,89.0,24.0,102.0
574,1986,0.0,0.0,2.65,0.0,2.65,,,
575,2009,0.69,1.4,0.04,0.52,2.65,84.0,55.0,113.0
576,1996,2.0,0.5,0.12,0.03,2.65,,,
577,2006,0.86,1.11,0.01,0.66,2.65,71.0,24.0,47.0
578,2011,0.78,0.73,0.89,0.23,2.63,79.0,53.0,707.0
579,2000,2.0,0.47,0.02,0.14,2.63,78.0,18.0,21.0
580,2010,1.47,0.93,0.0,0.24,2.63,80.0,65.0,127.0
581,2004,2.15,0.12,0.0,0.36,2.62,90.0,37.0,84.0
582,2009,1.54,0.8,0.04,0.24,2.62,82.0,92.0,454.0
583,2011,2.31,0.14,0.01,0.16,2.62,90.0,42.0,134.0
584,2006,0.76,1.09,0.12,0.64,2.62,,,
585,2009,0.59,1.79,0.01,0.23,2.62,90.0,63.0,133.0
586,2010,1.56,0.8,0.04,0.21,2.61,74.0,71.0,288.0
587,2002,0.9,1.22,0.04,0.44,2.61,71.0,16.0,49.0
588,1990,1.86,0.55,0.11,0.08,2.6,,,
589,2009,1.7,0.44,0.06,0.4,2.6,91.0,50.0,529.0
590,2004,2.03,0.21,0.0,0.35,2.59,84.0,21.0,44.0
591,2007,1.05,1.05,0.24,0.24,2.58,79.0,47.0,124.0
592,2008,0.48,1.63,0.04,0.43,2.58,87.0,42.0,108.0
593,2008,0.62,0.82,0.96,0.18,2.58,73.0,4.0,7.0
594,2006,1.4,0.88,0.03,0.26,2.58,80.0,27.0,57.0
595,2007,1.53,0.81,0.0,0.24,2.57,80.0,24.0,114.0
596,2004,1.31,0.74,0.31,0.22,2.57,,,
597,2007,2.14,0.08,0.0,0.35,2.57,78.0,11.0,17.0
598,2007,0.37,0.27,1.75,0.18,2.57,72.0,38.0,83.0
599,2007,0.93,1.1,0.08,0.45,2.56,,,
600,2010,0.99,0.52,0.92,0.14,2.56,,,
601,2001,1.7,0.59,0.21,0.07,2.56,73.0,28.0,179.0
602,1987,0.15,0.0,2.41,0.0,2.56,,,
603,2009,1.04,1.22,0.03,0.27,2.56,,,
604,2012,2.11,0.22,0.0,0.23,2.56,83.0,22.0,101.0
605,2009,1.76,0.55,0.03,0.22,2.56,86.0,68.0,725.0
606,2003,1.21,0.57,0.7,0.07,2.54,73.0,37.0,89.0
607,2009,0.64,1.22,0.01,0.67,2.54,87.0,68.0,98.0
608,2008,2.21,0.12,0.0,0.2,2.53,83.0,50.0,125.0
609,,2.36,0.14,0.0,0.03,2.53,,,
610,2001,1.13,1.12,0.06,0.22,2.52,80.0,15.0,46.0
611,2010,0.26,1.65,0.33,0.28,2.52,75.0,15.0,5.0
612,2013,2.1,0.19,0.0,0.23,2.52,87.0,23.0,150.0
613,2000,1.55,0.75,0.16,0.06,2.52,,,
614,2012,1.48,0.83,0.0,0.21,2.52,78.0,8.0,20.0
615,1986,0.49,0.0,0.52,1.51,2.52,,,
616,2008,1.11,0.85,0.29,0.25,2.5,50.0,23.0,16.0
617,2008,0.13,0.07,0.26,2.05,2.5,,,
618,1999,1.28,0.14,1.08,0.01,2.5,,,
619,2006,2.29,0.02,0.0,0.19,2.5,82.0,68.0,120.0
620,2003,1.84,0.56,0.0,0.09,2.49,,,
621,2002,1.81,0.52,0.0,0.15,2.49,79.0,31.0,96.0
622,2007,1.47,0.77,0.0,0.24,2.48,25.0,8.0,26.0
623,2015,1.03,0.81,0.26,0.38,2.48,92.0,100.0,6383.0
624,1998,1.15,1.14,0.06,0.13,2.48,,,
625,2002,1.13,0.36,0.92,0.07,2.47,70.0,26.0,74.0
626,2008,1.38,0.84,0.0,0.25,2.47,85.0,55.0,83.0
627,,1.93,0.33,0.0,0.21,2.47,92.0,72.0,178.0
628,2012,1.73,0.43,0.05,0.27,2.47,90.0,26.0,99.0
629,2011,0.86,1.04,0.18,0.38,2.47,82.0,50.0,384.0
630,2008,1.15,0.84,0.1,0.38,2.46,87.0,79.0,1889.0
631,2014,1.47,0.54,0.01,0.43,2.45,83.0,50.0,291.0
632,1992,0.0,0.0,2.43,0.02,2.45,,,
633,1997,0.93,0.12,1.34,0.06,2.45,83.0,12.0,190.0
634,2008,1.56,0.53,0.05,0.31,2.45,82.0,50.0,100.0
635,1996,2.12,0.25,0.0,0.07,2.44,,,
636,2003,1.07,1.19,0.0,0.18,2.43,81.0,26.0,42.0
637,1997,1.52,0.82,0.0,0.1,2.43,83.0,12.0,
638,2010,1.28,0.93,0.0,0.22,2.43,79.0,13.0,34.0
639,2015,0.5,1.5,0.05,0.37,2.43,,,
640,2016,1.46,0.74,0.0,0.22,2.42,78.0,17.0,290.0
641,2015,2.08,0.08,0.0,0.26,2.42,84.0,23.0,124.0
642,1988,1.27,0.32,0.78,0.05,2.42,,,
643,1998,1.26,0.61,0.46,0.08,2.42,,,
644,2008,1.56,0.6,0.02,0.23,2.42,82.0,66.0,176.0
645,2010,1.65,0.57,0.0,0.2,2.42,71.0,9.0,
646,2013,0.6,1.26,0.08,0.48,2.42,,,
647,2006,0.87,0.97,0.0,0.58,2.42,73.0,14.0,39.0
648,2003,1.63,0.22,0.51,0.06,2.41,66.0,28.0,92.0
649,2010,0.29,1.17,0.54,0.41,2.41,77.0,40.0,85.0
650,2001,2.07,0.26,0.0,0.08,2.41,82.0,16.0,53.0
651,1998,0.81,0.76,0.7,0.14,2.41,,,
652,2007,0.69,0.0,0.04,1.68,2.41,62.0,11.0,34.0
653,2011,1.44,0.7,0.04,0.22,2.4,82.0,73.0,487.0
654,1996,2.1,0.24,0.0,0.07,2.4,,,
655,1987,0.77,0.18,1.42,0.03,2.4,,,
656,1997,2.3,0.1,0.0,0.0,2.4,,,90.0
657,,2.15,0.18,0.0,0.07,2.39,73.0,4.0,
658,1994,1.49,0.81,0.0,0.1,2.39,,,
659,1993,1.78,0.53,0.0,0.08,2.39,,,
660,2005,1.67,0.61,0.03,0.07,2.38,91.0,65.0,173.0
661,2010,2.04,0.15,0.0,0.2,2.38,83.0,36.0,68.0
662,1998,1.94,0.39,0.03,0.02,2.38,,,
663,2001,1.16,0.91,0.0,0.3,2.38,,,
664,2011,1.48,0.69,0.0,0.2,2.37,71.0,75.0,627.0
665,2004,2.28,0.02,0.08,0.0,2.37,96.0,81.0,8665.0
666,2004,0.96,1.08,0.04,0.3,2.37,62.0,36.0,22.0
667,2007,2.18,0.01,0.0,0.18,2.37,85.0,46.0,108.0
668,2004,1.25,0.86,0.01,0.26,2.37,83.0,59.0,55.0
669,2010,1.74,0.45,0.0,0.18,2.37,42.0,10.0,16.0
670,2009,2.03,0.13,0.0,0.21,2.37,85.0,41.0,58.0
671,1995,0.69,0.14,1.48,0.05,2.36,,,
672,2008,1.68,0.45,0.01,0.21,2.35,81.0,66.0,142.0
673,1996,1.39,0.48,0.4,0.08,2.35,,,
674,1998,0.0,0.0,2.34,0.01,2.35,,,
675,2011,1.73,0.43,0.02,0.17,2.35,73.0,33.0,67.0
676,2007,0.92,0.0,0.01,1.41,2.34,71.0,11.0,31.0
677,2015,1.15,0.55,0.47,0.17,2.34,89.0,82.0,478.0
678,,1.51,0.61,0.0,0.21,2.34,78.0,22.0,28.0
679,2001,1.08,0.7,0.34,0.21,2.34,84.0,21.0,189.0
680,2015,1.95,0.15,0.0,0.24,2.34,86.0,14.0,115.0
681,2011,1.38,0.72,0.02,0.22,2.34,66.0,46.0,39.0
682,2008,1.18,0.9,0.0,0.24,2.32,,,16.0
683,2000,0.78,0.4,1.06,0.07,2.32,,,
684,1997,0.79,1.35,0.04,0.14,2.32,,,
685,2004,0.85,1.06,0.09,0.32,2.31,84.0,42.0,51.0
686,1999,1.58,0.64,0.0,0.09,2.31,86.0,14.0,28.0
687,1995,0.28,0.0,2.02,0.01,2.31,,,
688,2012,0.96,1.07,0.0,0.27,2.31,90.0,69.0,2954.0
689,1998,1.65,0.46,0.1,0.1,2.31,,,
690,2012,1.12,0.41,0.64,0.14,2.3,75.0,69.0,382.0
691,2004,0.51,0.45,1.21,0.13,2.3,,,
692,2013,1.07,0.8,0.04,0.38,2.29,76.0,46.0,668.0
693,1997,0.91,1.25,0.0,0.13,2.29,,,37.0
694,2015,0.0,0.0,2.29,0.0,2.29,,,
695,2007,1.02,0.9,0.0,0.36,2.29,80.0,18.0,87.0
696,2004,1.38,0.8,0.0,0.1,2.28,77.0,35.0,27.0
697,2009,0.3,1.27,0.46,0.26,2.28,78.0,42.0,76.0
698,1983,0.51,0.12,1.63,0.02,2.28,,,
699,2008,0.38,0.07,0.01,1.82,2.28,82.0,8.0,20.0
700,2010,1.07,0.99,0.0,0.22,2.28,72.0,7.0,6.0
701,2010,1.27,0.81,0.0,0.2,2.28,76.0,42.0,71.0
702,2008,0.94,0.53,0.62,0.18,2.28,68.0,24.0,27.0
703,1997,0.07,2.0,0.02,0.18,2.28,,,
704,2011,1.08,0.73,0.15,0.31,2.27,71.0,41.0,405.0
705,2002,1.22,0.1,0.91,0.04,2.27,81.0,24.0,54.0
706,2001,0.9,0.73,0.54,0.09,2.26,88.0,17.0,42.0
707,2009,1.34,0.6,0.0,0.31,2.26,80.0,35.0,43.0
708,2016,0.6,1.25,0.06,0.35,2.26,76.0,91.0,635.0
709,2016,1.28,0.77,0.0,0.2,2.25,87.0,37.0,440.0
710,2002,0.62,0.44,1.06,0.13,2.25,84.0,31.0,52.0
711,1997,1.52,0.46,0.2,0.08,2.25,,,
712,2004,1.48,0.25,0.46,0.06,2.25,87.0,55.0,306.0
713,2011,1.93,0.15,0.0,0.17,2.25,79.0,31.0,56.0
714,2013,1.23,0.63,0.04,0.35,2.25,80.0,89.0,914.0
715,2007,1.4,0.53,0.02,0.3,2.24,83.0,45.0,52.0
716,2001,1.19,0.71,0.22,0.13,2.24,87.0,22.0,48.0
717,2006,1.05,0.91,0.04,0.24,2.24,74.0,53.0,72.0
718,2010,1.52,0.54,0.0,0.18,2.24,,,
719,,1.17,0.84,0.0,0.23,2.24,69.0,42.0,61.0
720,2013,1.25,0.62,0.18,0.18,2.24,77.0,59.0,288.0
721,2013,1.48,0.55,0.0,0.21,2.23,,,355.0
722,2001,1.29,0.83,0.0,0.11,2.23,74.0,16.0,13.0
723,2008,0.51,0.5,0.91,0.31,2.23,79.0,61.0,139.0
724,2013,1.98,0.06,0.0,0.19,2.23,80.0,32.0,136.0
725,1990,1.74,0.25,0.21,0.03,2.23,,,
726,2009,1.09,0.85,0.0,0.28,2.23,,,
727,2012,1.05,0.72,0.1,0.35,2.23,91.0,25.0,858.0
728,2003,0.88,1.03,0.0,0.31,2.22,92.0,44.0,204.0
729,2009,0.65,0.4,1.05,0.11,2.22,84.0,70.0,219.0
730,2013,1.24,0.79,0.0,0.19,2.22,80.0,37.0,127.0
731,1998,1.0,0.63,0.45,0.13,2.22,,,
732,2007,1.32,0.56,0.14,0.2,2.22,,,
733,2015,0.55,1.19,0.14,0.33,2.21,73.0,40.0,480.0
734,2008,1.01,0.85,0.0,0.35,2.21,71.0,47.0,233.0
735,2006,1.06,0.82,0.05,0.28,2.21,,,
736,1981,2.06,0.12,0.0,0.02,2.2,,,
737,2007,2.01,0.02,0.0,0.17,2.2,92.0,55.0,220.0
738,2013,1.21,0.79,0.01,0.19,2.2,79.0,76.0,1095.0
739,2008,1.78,0.24,0.0,0.18,2.2,92.0,69.0,156.0
740,1986,0.15,0.0,2.05,0.0,2.2,,,
741,2000,1.11,0.51,0.34,0.23,2.2,,,
742,2010,1.03,0.96,0.0,0.21,2.2,88.0,73.0,206.0
743,2008,1.4,0.59,0.0,0.2,2.2,80.0,15.0,16.0
744,2010,1.45,0.54,0.02,0.19,2.2,88.0,93.0,573.0
745,2007,1.06,0.9,0.0,0.23,2.2,,,
746,2003,1.68,0.44,0.0,0.08,2.19,94.0,72.0,317.0
747,1992,0.87,0.17,1.1,0.05,2.19,,,
748,2000,1.04,0.72,0.3,0.13,2.19,,,
749,2014,1.54,0.25,0.0,0.4,2.19,81.0,37.0,208.0
750,2011,0.34,0.96,0.55,0.33,2.19,80.0,41.0,132.0
751,2006,1.17,0.77,0.02,0.22,2.18,81.0,74.0,211.0
752,2000,0.0,0.0,2.17,0.01,2.18,,,
753,2002,1.92,0.2,0.0,0.06,2.18,82.0,26.0,28.0
754,2014,0.6,1.42,0.0,0.16,2.18,82.0,33.0,347.0
755,2003,1.48,0.17,0.47,0.06,2.17,,,
756,1998,1.6,0.46,0.08,0.03,2.17,,,
757,1984,0.48,0.11,1.56,0.02,2.17,,,
758,2016,1.29,0.68,0.0,0.2,2.16,80.0,33.0,614.0
759,2010,1.28,0.67,0.01,0.21,2.16,82.0,54.0,539.0
760,2001,1.23,0.83,0.0,0.1,2.16,74.0,17.0,30.0
761,2009,1.67,0.3,0.02,0.18,2.16,79.0,72.0,110.0
762,2008,1.26,0.67,0.02,0.21,2.16,66.0,30.0,136.0
763,2000,1.5,0.55,0.02,0.08,2.15,,,
764,2006,1.28,0.03,0.73,0.12,2.15,69.0,21.0,50.0
765,1987,0.14,0.03,1.98,0.0,2.15,,,
766,2013,1.21,0.75,0.0,0.19,2.15,,,5.0
767,2016,0.81,0.85,0.15,0.33,2.14,90.0,31.0,1358.0
768,2012,0.59,1.05,0.07,0.44,2.14,83.0,30.0,511.0
769,1992,1.2,0.84,0.0,0.1,2.14,,,
770,1988,1.47,0.38,0.19,0.1,2.14,,,
771,1996,0.66,0.0,1.45,0.03,2.14,,,
772,1983,0.01,0.0,2.13,0.0,2.14,,,
773,1981,1.99,0.12,0.0,0.02,2.13,,,
774,2007,0.52,1.02,0.0,0.59,2.13,64.0,45.0,30.0
775,2004,1.04,0.81,0.0,0.27,2.13,77.0,26.0,20.0
776,2003,0.82,0.37,0.89,0.05,2.13,87.0,44.0,212.0
777,2009,1.49,0.46,0.0,0.18,2.12,62.0,5.0,54.0
778,2001,1.37,0.61,0.05,0.09,2.12,85.0,35.0,28.0
779,1989,0.83,0.33,0.92,0.04,2.12,,,
780,2011,1.62,0.26,0.05,0.18,2.11,90.0,38.0,127.0
781,2000,1.68,0.4,0.0,0.03,2.11,,,
782,2002,1.68,0.31,0.02,0.09,2.11,89.0,31.0,92.0
783,2008,0.11,1.33,0.4,0.26,2.11,,,
784,2003,0.63,0.21,1.13,0.13,2.11,78.0,24.0,201.0
785,2013,1.44,0.31,0.04,0.32,2.11,84.0,26.0,142.0
786,1998,0.94,0.07,1.05,0.04,2.1,81.0,17.0,89.0
787,2006,0.63,0.05,1.35,0.08,2.1,84.0,56.0,44.0
788,2002,1.54,0.44,0.04,0.07,2.1,,,
789,2002,1.17,0.72,0.0,0.22,2.1,,,
790,2015,0.71,0.94,0.14,0.32,2.1,73.0,46.0,845.0
791,2011,1.63,0.31,0.0,0.16,2.1,86.0,66.0,382.0
792,2009,1.2,0.6,0.0,0.29,2.09,83.0,58.0,427.0
793,2005,0.99,0.63,0.29,0.19,2.09,84.0,60.0,212.0
794,1997,0.0,0.0,1.96,0.14,2.09,,,
795,2010,1.84,0.12,0.01,0.13,2.09,89.0,50.0,100.0
796,2003,1.26,0.6,0.05,0.18,2.09,,,
797,2015,0.96,0.67,0.12,0.34,2.09,74.0,58.0,1287.0
798,2013,0.25,0.45,1.33,0.05,2.09,,,
799,2006,1.16,0.64,0.08,0.2,2.08,85.0,82.0,520.0
800,2010,1.77,0.32,0.0,0.0,2.08,90.0,53.0,953.0
801,2002,1.11,0.71,0.0,0.27,2.08,44.0,7.0,11.0
802,2006,0.89,0.04,1.07,0.09,2.08,77.0,45.0,136.0
803,1998,2.04,0.04,0.0,0.0,2.08,,,14.0
804,2003,0.97,0.33,0.73,0.06,2.08,69.0,33.0,57.0
805,,1.33,0.56,0.0,0.2,2.08,80.0,21.0,37.0
806,1994,0.89,1.08,0.0,0.11,2.08,,,
807,2013,0.89,0.58,0.46,0.14,2.08,,,
808,2011,1.41,0.49,0.01,0.17,2.08,95.0,66.0,997.0
809,2010,0.88,0.44,0.63,0.12,2.08,64.0,54.0,34.0
810,2005,1.77,0.12,0.02,0.17,2.07,72.0,21.0,54.0
